"Variety","Fruit.Weight..KN1.","Fruit.Length..KN2.","Fruit.Width..KN3.","Fruit.Stalk.Length..KN4.","Fruit.Stalk.Width..KN5.","Diameter.of.Flesh.With.Skin..KN6.","Diameter.of.Flesh.Without.Skin..KN7.","Fruit.Tip..KT1.","Relic.Waste.at.Fruit.Tip..KT2.","Fruit.Stalk.Length..KT3.","Fruit.Stalk.Width..KT4.","Fruit.Stalk.Surface..KT5.","Skin.Color.When.Young..KT6.","Skin.Color.When.Ripe..KT7.","Skin.Thickness..KT8.","Fruit.Skin.Adhesion..KT9.","Cracks.on.Fruit.Skin..KT10.","Pulp.in.Fruit..KT11.","Pulp.Color.Before.Ripe..KT12.","Fruit.Flesh.Color..KT13.","Flesh.Texture..KT14.","Dominant.Taste..KT14.","Seed.Surface..KT15.","Seed.Shape..KT16.","Fruit.Position..KT17.","Number.of.Fruits.in.1.Bunch..KT18.","Fruit.Length..KT19.","Fruit.Shape..KT20.","Cross.Sectional.Shape..KT21."
"Kepok",0.34908706242271,0.463010876122609,1.86347956496633,1.09888133840613,2.03540097839643,1.66451153753508,1.73422432558611,-0.801783725737273,0.726273039202563,0.207019667802706,0.801783725737273,-0.58554004376912,1.0690449676497,-1.12272178284768,0.801783725737273,-0.377964473009227,-1.0690449676497,-0.377964473009227,-0.58554004376912,-1.59257645524727,-1.0690449676497,-1.6431676725155,1.0690449676497,-0.408958905954598,-0.544704779401922,-1.36752691751566,NA,0.726273039202563,-1.70084012854152
"Kapas",-0.145452942676129,-0.0836766643595072,-0.645920126504795,-1.69827115935493,-0.666769286026416,-0.623816936589725,-0.616329723553886,-0.801783725737273,-0.544704779401922,-1.24211800681624,-1.0690449676497,1.4638501094228,1.0690449676497,-0.336816534854304,-1.0690449676497,-0.377964473009227,0.801783725737273,2.26778683805536,-0.58554004376912,-0.419099067170335,0.801783725737273,1.09544511501033,-0.801783725737273,-0.408958905954598,0.726273039202563,0.227921152919276,NA,-0.544704779401922,0.944911182523068
"Kalimbang",-1.13453295287381,-0.474167764703876,-0.668527330932463,0.399593213965865,-0.175465601585899,-0.707792293438342,-0.705591269723759,1.0690449676497,-0.544704779401922,0.207019667802706,0.801783725737273,1.4638501094228,1.0690449676497,-0.336816534854304,-1.0690449676497,-0.377964473009227,-1.0690449676497,-0.377964473009227,-0.58554004376912,-0.419099067170335,-1.0690449676497,-0.547722557505166,1.0690449676497,-1.12463699137515,-0.544704779401922,1.02564518813674,NA,1.99725085780705,-0.377964473009227
"Mas",-0.698174124845419,-1.4503955155648,-0.645920126504795,0.0499491517457332,-0.666769286026416,-0.623816936589725,-0.616329723553886,-0.801783725737273,0.726273039202563,0.207019667802706,-1.0690449676497,-0.58554004376912,-0.801783725737273,0.449088713139072,0.801783725737273,-0.377964473009227,0.801783725737273,-0.377964473009227,2.14698016048677,1.34111701494507,0.801783725737273,0.547722557505166,-0.801783725737273,1.0223972648865,-0.544704779401922,0.227921152919276,NA,-0.544704779401922,-0.377964473009227
"Mauli",-0.814536478986323,-0.630364204841623,0.936584183431953,-0.882435014174619,-0.912421128246675,1.22364091407985,1.13914735112029,1.0690449676497,0.726273039202563,-1.24211800681624,-1.0690449676497,-0.58554004376912,-0.801783725737273,-0.336816534854304,0.801783725737273,-0.377964473009227,-1.0690449676497,-0.377964473009227,0.0975900072948533,0.754378320906602,0.801783725737273,0,-0.801783725737273,-1.12463699137515,-0.544704779401922,-1.36752691751566,NA,-0.544704779401922,0.944911182523068
"Talas",0.756355301915871,0.502059986157046,-0.510276899938788,0.0499491517457332,0.0701862406343599,-0.560835418953262,-0.467560479937431,-0.801783725737273,-1.81568259800641,0.207019667802706,0.801783725737273,-0.58554004376912,-0.801783725737273,-0.336816534854304,-1.0690449676497,-0.377964473009227,0.801783725737273,-0.377964473009227,-0.58554004376912,-0.419099067170335,0.801783725737273,1.09544511501033,-0.801783725737273,1.0223972648865,-0.544704779401922,1.02564518813674,NA,-0.544704779401922,0.944911182523068
"Raja",1.6872541350431,1.67353328719015,-0.329419264517446,0.982333317666085,0.315838082854618,-0.371890866043875,-0.467560479937431,1.0690449676497,0.726273039202563,1.65615734242165,0.801783725737273,-0.58554004376912,-0.801783725737273,2.02089920912582,0.801783725737273,2.26778683805536,0.801783725737273,-0.377964473009227,0.0975900072948533,0.754378320906602,-1.0690449676497,-0.547722557505166,1.0690449676497,1.0223972648865,1.99725085780705,0.227921152919276,NA,-0.544704779401922,-0.377964473009227
